,Location,Operator,Route,Type,Aboard,Fatalities,Ground,Year,Month,Day
,"Near Tusayan, Arizona",Las Vegas Airlines,"AZ - Las Vegas, NV",Piper PA-31-350 Navajo,10,8,0,1995,02,13
,"Kansas City, Missouri",ATI,Kansas City - Chicopee,McDonnell Douglas DC-8-63F,3,3,0,1995,02,16
,"Ossora, Russia",Aeroflot,Petropavlovsk -  Ossora,Antonov 26B,10,9,0,1995,03,16
,"Reno, Nevada",Union Flights,"Sacramento, CA - Reno, NV",Cessna 208B Caravan I Super Cargomaster,1,1,0,1995,03,22
,"Near Hamilton, New Zealand",Kiwi West Aviation,Hamilton -  New Plymouth,Beech Queen Air B80,6,6,0,1995,03,29
,"Near Balotesti, Romania",Transporturile Aeriene Romane (TAROM),Bucharest - Brussel,Airbus A310-324,60,60,0,1995,03,31
,"Near Alexander City, Alabama",Military - U.S. Air Force,"Camp Springs, MD - San Antonio, TX",Learjet C-21A,8,8,0,1995,04,17
,"Lagos, Nigeria",Bristow Helicopters,Port Harcourt - Lagos,de Havilland Canada DHC-6 Twin Otter 300,9,1,0,1995,04,23
,"Alice Springs, Australia",IAI 1124 Westwind,Tindal - Alice Springs,Pel Air,3,3,0,1995,04,27
,"Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,Anuradhapura - Palaly AFB,Hawker Siddeley HS-748-357/2B SCD,52,52,0,1995,04,29
,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Red Lake - Sioux Lookout  / Sioux Lookout - Red Lake,Swear. SA-227CC Metro 23/Piper Navajo,8,8,0,1995,05,01
,"Quito, Ecuador",American Jet,Buenos Aires - La Paz - Quito,Grumman Gulfstream II,7,7,0,1995,05,03
,"Cerro San Jeronimo, Colombia",ADES Colombia,Mitu - Villavicencio,Curtiss C-46F,9,9,0,1995,05,09
,"Near Boise, Idaho",Military - U.S. Air Force,"Boise, ID - Colorado Springs, CO",Lockheed C-130E Hercules,6,6,0,1995,05,13
,"Near Leeds, England",Knight Air,Leeds - Aberdeen,Embraer 110 P1 Bandeirante,12,12,0,1995,05,24
,"Miraflores, Colombia",LACOL,Villavicencio - Miraflores,Douglas DC-3C,11,2,0,1995,05,25
,"Off Mbour, Senegal",Senegalair,,Piper PA-31-310 Navajo,10,6,0,1995,05,29
,"Atlanta, Georgia",ValuJet,Atlanta - Miami,McDonnell Douglas DC-9-32,62,0,0,1995,06,08
,"Near Palmerston North, New Zealand",Ansett New Zealand,Auckland - Palmerston North,de Havilland Canada DHC-8-102,21,5,0,1995,06,09
,"Volgograd, Russia",Volga Air,Poliny Osipenko - Nikolayevsk-on-Amur,Antonov 2R,12,12,0,1995,06,14
,"Herputchi, Russia",Aeroflot,Poliny - Nikolayevsk-on-Amur,Antonov AN-2,14,13,0,1995,06,16
,"Near Cuvela, Angola",Military - Angolan Air Force,Ondjiva - Catumbela,CASA 212-200 Aviocar,48,48,0,1995,06,17
,"Lagos, Nigeria",Harka Air Services,Kaduna - Lagos,Tupolev TU-134A,80,16,0,1995,06,24
,"La Romana, Dominican Republic",Salair,"Santo Domingo - Aguadilla, Puerto Rico",Convair CV-440,2,2,0,1995,06,27
,"Kodiak, Alaska",Air Taxi - Island Air Service,Karluk - Kodiak,Piper PA-32-301,4,4,0,1995,06,30
,"Kiunga, Papua New Guinea",Garamut Aviation,Port Moresby - Tabubil,de Havilland Canada C-7A Caribou,3,3,0,1995,07,01
,"Haines, Alaska",Air Taxi - Lab Flying Service Inc.,Sightseeing,Piper PA-32R-300,6,6,0,1995,07,07
,"Gumey, Papua New Guinea",Milne Bay Air,Alotou - Dagura,de Havilland Canada DHC-6 Twin Otter 300,15,15,0,1995,07,12
,"Bintuni,  Indonesia",Merpati Nusantara Airlines,,de Havilland Canada DHC-6 Twin Otter 300,18,1,0,1995,07,17
,"Near Antananivo, Madagascar",Military - Madagascar Air Force,Maintirano - Antananivo,Douglas C-47A,34,34,0,1995,07,18
,"Near Karamui, Papua New Guinea",Transniugini Airways,,Britten-Norman BN-2A Islander,2,2,0,1995,07,25
,"Johannesburg, South Africa",Aero Air,Johannesburg - Jamba,Antonov An-2R,3,3,0,1995,08,02
,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Guatemala City - San Salvador,Boeing B-737-2H6,65,65,0,1995,08,09
,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,Tual - Langgar - Kaimana,Hawker Siddeley HS-748 2A,10,10,0,1995,08,09
,"Nevada del Huila, Colombia",AIRES Colombia,Neiva - Cali,Embraer 110P1 Bandeirante,10,10,0,1995,08,14
,"Near Carrollton, GA",AtlantiSoutheast Airlines,Atlanta - Gulfport,Embraer 120-RT Brasilia,29,10,0,1995,08,21
,"Near Farewell, Alaska",North Star Air Cargo,Farewell - Anchorage,Shorts SC-7 Skyvan,1,1,0,1995,09,01
,"Toronto, Ontario, Canada",Military - Royal Air Force,Air Show,British Aerospace Nimrod MR-2P,7,7,0,1995,09,02
,"Beaver Dam, Arizona",Adventure Airlines,"Las Vegas, NV - W. Yellowstone, MT",Cessna 421C Golden Eagle,8,8,0,1995,09,02
,"Near La Macarena, Colombia",SAETA,Villavicencio - La Macarena,CASA 212 Aviocar 200,22,21,0,1995,09,09
,"Jalalabad, Afghanistan",Ariana Afghan Airlines,Kabul - Jalalabad,Antonov AN-26B,51,3,0,1995,09,11
,"Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,Ratmalana - Palali base,Antonov AN-32,81,81,0,1995,09,12
,"Marsh Harbour, Bahamas",Bimini Air Charter Inc.,Bimini - Mores Cay,Cessna 402B,9,5,0,1995,09,13
,"Tawau,  Malaysia",Malaysia Airlines,Kota Kinabalu - Tawau,Fokker 50,53,34,0,1995,09,15
,"Tamworth, Australia",Tamair,Training,Swearingen SA.227AC Metro III,3,2,0,1995,09,16
,"Near Moron, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Moron,Antonov AN-24RV,43,42,0,1995,09,21
,"Anchorage, Alaska",Military - U.S. Air Force,Anchorage-Elmendorf AFB - Anchorage-Elmendorf AFB,Boeing B-707 (E-3B),24,24,0,1995,09,22
,"Sterligov Cape, Russia",Norilsk Flight Company,Cape Chelyuskin - Sterligov Cope,Mil Mi-8T,15,15,0,1995,09,24
,"Campbell River, British Columbia, Canada",Western Straits Air,Triumph Bay - Campbell River,De Havilland Dash-3,10,8,0,1995,09,27
,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,Medan - Meulaboh,CASA 212,14,1,0,1995,10,03
,"Barskoon, Kirghizia",Kirghizia Aba Zaoldoru,,Mil Mi-8MTV-1,15,15,0,1995,10,04
,"Bayfield, Colorado",Air Taxi - Durango Air Service,,Cessna 172RG,3,3,0,1995,10,10
,"Papua, New Guinea",Islands Nationair,,Britten-Norman BN-2A Trislander,13,13,0,1995,10,22
,"Near Piedras Negras, Mexico",TACSA,Saltillo - Piedras Negras,Cessna 208B Caravan,11,9,0,1995,10,31
,"Near Luyaba, Argentina",Military - Argentine Air Force,Comodoro Rivadavia - Cordoba,Fokker F-27 Friendship 500,53,53,0,1995,11,09
,"Kaduna, Nigeria",Nigeria Airways,Jos - Kano,Boeing B-737-2F9,137,9,0,1995,11,13
,"Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,Colombo - Palay AFB,Antonov AN-32,63,63,0,1995,11,22
,"Off Labuan, Malaysia",Sabah Air,,Bell 412 (helicopter),10,10,0,1995,11,29
,"Baku, Azerbaijan",Azerbaijan Airlines,,Boeing 707-323C,6,2,0,1995,11,30
,"Near Douala, Cameroon",Cameroon Airlines,Cotonou - Douala,Boeing B-737-2K9,78,72,0,1995,12,03
,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Nakhichevan - Baku,Tupolev TU-134B-3,82,54,0,1995,12,05
,"Near Grossevichi, Russia",Far East Aviation,Yushno - Khabarovk,Tupolev TU-154B,98,98,0,1995,12,07
,"Near Belle Anse, Haiti",Air St. Martin,Cayenne - Port-au-Prince,Beechcraft 1900D,20,20,0,1995,12,08
,"Verona  - Villafranca, Italy",Romanian Banat Air,Verona - Timisoara,Antonov AN-24B,49,49,0,1995,12,13
,"Kahengula, Angola",Trans Service Airlift,Kinshasa - Jamba,Lockheed L-188C Electra,144,141,0,1995,12,18
,"Near Buga, Valle del Cauca, Colombia",American Airlines,Miami - Cali,Boeing B-757-223,164,160,0,1995,12,20
,"Bagasin, Papua New Guinea",Island Airways,Madang - Bundi,Britten Norman BN-2A-21 Trislander,12,2,0,1995,12,22
,"Karabogazgol Bay, Turkmenistan",Akhal Air,,Mil Mi-8T (helicopter),12,12,0,1996,03,12
,"Kinshasa, Zaire",African Air,Kinshasa - Kahemba,Antonov AN-32B,6,2,225,1996,01,08
,"Off Bridgetown, Barbados",Mustique Airways,Union Island - Bridgetown,Britten-Norman BN-2A-27 Islander,10,1,0,1996,01,08
,"Near Kano, Nigeria",Military - Nigerian Air Force,,Hawker Siddeley HS-748,14,14,0,1996,01,18
,"Off Point Pedro, Sri Lanka",Military - Sri Lanka Air Force,,Mil Mi-17 (helicopter),39,39,0,1996,01,22
,"Near Blenheim, New Zealand",Soundsair,Wellington - Picton,Cessna 208 Caravan I,6,5,0,1996,01,29
,"Asuncion, Paraguay",Lineas Aereas del Caribe,Asuncion - Campina Grande,McDonnell Douglas DC-8-55F,4,4,24,1996,02,04
,"St. Johns, Arizona",Business Air Connection,"St. Johns, AZ - Brownsville, TX",ConvairCV-440,4,4,0,1996,02,05
,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Puerto Plata - Gander,Boeing B-757-225,189,189,0,1996,02,06
,"Near Ensenada, Mexico",Aérotaxi Cachanilla,Tijuana - Ensenada,Cessna 500 Citation,8,8,0,1996,02,06
,"Near Kandahar, Afghanistan",Military - Taliban Militia,,,20,20,0,1996,02,11
,"Port-au-Prince, Hati",Hati Express,Port-au-Prince - Cap Haitien,GAF Nomad N-24A,15,11,0,1996,02,12
,"El Zapotal, Guatemala",AVCOM,Guatemala City - Cantabal,de Havilland Canada DHC-6 Twin Otter 300,2,2,0,1996,02,16
,"Salzburg, Austria",Private Wings,Berlin - Salzburg,Cessna 550 Citation,10,10,0,1996,02,19
,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,El Obeid - Khartoum,Lockheed C-130H,91,91,0,1996,02,26
,"Near Lukapa, Angola",Aero Tropical,Ludana - Lukapa,Antonov 12BP,8,8,0,1996,02,27
,"Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),Lima - Arequipa,Boeing B-737-222,123,123,0,1996,02,29
,"Sao Paulo, Brazil",Madrid Taxi Aéreo - Charter,Brasilia - Sao Paulo,Gates Learjet 25D,9,9,0,1996,03,02
,"Near Mesones Muro, Peru",Military - Peruvian Army Aviation,Condorcanqui - Bagua,Mil Mi-17,23,23,0,1996,03,09
,"Near Punto Fijo, Venezuela",Avia Air Aruba,Ariba - Punto Fijo,Cessna 402,8,8,0,1996,03,13
,"Key West, Florida",Key West Sea Plane Service - Air Taxi,,Cessna U206G,5,5,0,1996,03,17
,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Tizla - Dubrovnik,Boeing B-737-T43,35,35,0,1996,04,03
,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Novosibirsk - Petropavlovsk,Ilyushin IL-76TD,20,20,0,1996,04,05
,"Off Matsu Island, Taiwan",Formosa Airlines,Taipei - Matsu Island,Dornier 228-212,17,6,0,1996,04,05
,"Cheyenne, Wyoming",Private,"Cheyenne, WY - Lincoln, NE",Cessna 177B,3,3,0,1996,04,11
,"Near Haj Yousif, Sudan",Federal Airlines,Wadi Halfa - Khartoum,Antonov AN-24,53,53,0,1996,05,03
,"Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,,de Havilland Canada DHC-3 Otter,2,2,0,1996,05,09
,"Otaez, Mexico",Aeroservicios Empresariales de Durango,Durango - Otaez,de Havilland Canada DHC-6 Twin Otter 200,19,16,0,1996,05,10
,"Oumba, Papua New Guinea",Milne Bay Air,Menyamya - Marakawa,Britten Norman BN-2A-20 Trislander,10,1,0,1996,05,11
,"Everglades, Miami, Florida",ValuJet,Miami - Atlanta,McDonnell Douglas DC-9-32,110,110,0,1996,05,11
,"Griesta, United Kingdom",Loganair,Inverness - Lerwick,Britten-Norman BN-2A-26 Islander,3,3,0,1996,05,19
,"Kinshasa, DemocratiRepubliCongo",Hoseba,"Kinshasa, Congo  - Athens, Greece",Ilyushin 76MD,10,10,0,1996,06,06
,"Rasht, Iran",Iran Air,Training,Boeing 727-286,7,7,0,1996,06,09
,"Near Rollingstone, Queensland  Australia",Military - Australian Army Aviation,,Sikorsky S-70 / Sikorsky S-70,28,18,0,1996,06,12
,"Fukuoka, Japan",Garuda Indonesia Airlines,Fukuoka - Denpasar,McDonnell Douglas DC-10-30,275,3,0,1996,06,13
,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Dalian - Shanghai,Harbin Yunshuji Y-12-II,12,2,0,1996,06,21
,"Pensacola, Florida",Delta Air Lines,Pensacola - Atlanta,McDonnell Douglas MD-88,142,2,0,1996,07,06
,"Papua, New Guinea",Milne Bay Air,Bosavi - Mendi,de Havilland Canada DHC-6 Twin Otter 300,20,20,0,1996,07,09
,"Near Kanda, India",Archana Airlines,Delhi - Shimla - Kulu,Let 410,9,9,0,1996,07,11
,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,41,34,0,1996,07,15
,"Off East Moriches, New York",Trans World Airlines,New York City - Paris,Boeing B-747-131,230,230,0,1996,07,17
,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),Holvox Island - Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,18,1,0,1996,07,17
,"Russian Mission, Alaska",Northern Air Cargo,Emmonak - Aniak,Douglas DC-6A,4,4,0,1996,07,20
,"Near Mergui, Manmar",Myanmar Airways,Rangoon - Mergui,Fokker F-27 Friendship 600,49,8,0,1996,07,24
,"Markham Bay, Canada",First Air,Iqaluit - Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,2,2,0,1996,08,12
,"Near Bronson Creek, British Columbia, Canada",Air North,Bronson Creek - Wrangell,Douglas DC-4,3,1,0,1996,08,14
,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,"Jackson Hole, WY - New York, NY",Lockheed C-130H Hercules,9,9,0,1996,08,17
,"Near Alliford Bay, British Columbia, Canada2",Harbour Air,Tasu - Alliford,de Havilland Canada DHC-3 Turbo Otter,3,3,0,1996,08,18
,"Belgrade, Yugosalvia",Spair Air Transport,Belgrade - Malta,Ilyushin IL-76T,12,12,0,1996,08,19
,"Spitsbergen, Norway",Vnokovo Airlines,Moscow - Svalbard,Tupolev TU-154M,141,141,0,1996,08,29
,"Joinville, Brazil",Helisul Taxi Aéreo,Porto Alegre - Joinville,Embraer EMB-110 Bandeirante,2,2,0,1996,09,13
,"Anchorage, Alaska",Air Taxi - Stearns Air Alaska,,Cessna 206G,5,3,0,1996,09,23
,"Waddenzee, Netherlands",Dutch Dakota Association,Texel - Amsterdam,Douglas DC-3C,32,32,0,1996,09,25
,"Off Pasamayo, Peru",Aeroperu,Lima - Santiago,Boeing B-757-200,70,70,0,1996,10,02
,"Kahemba, Congo",Malu Aviation,,de Havilland Canada DHC-6 Twin Otter 200,21,6,0,1996,10,03
,"Lukapa, Angola",Savanair,,Antonov 12B,19,6,0,1996,10,06
,"San Francesco al Campo, Italy",Aeroflot,"Moscow - Turin, Italy",Antonov An-124,23,2,0,1996,10,08
,"Ketchikan, Alaska",Air Taxi - Seaside Air Service,,de Havilland DHC-2,3,3,0,1996,10,13
,"Eel River Crossing, New Brunswick, Canada",Telford Aviation,"Port Meiner, Quebe- Bangor, Maine",Piper PA-31-350 Navajo Chieftain,8,8,0,1996,10,20
,"Manta, Ecuador",Million Air,Manta - Miami,Boeing B-707-323C,4,4,30,1996,10,22
,"Khanty, Russia",Tyumen Aviatrans,Tyumen - Khanty,Yakovlev YAK-40,34,5,0,1996,10,26
,"Sao Paolo, Brazil",TAM (Brazil),Sao Paulo - Rio de Janiero,Fokker 100,95,95,3,1996,10,31
,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,Guatemala City - Flores,Embraer 110P1 Bandeirante,16,16,0,1996,11,01
,"Aubusson, France",Jetcom S.A.,Geneva - Bordeaux,Cessna 421C Golden Eagle,8,8,0,1996,11,07
,"Lucapa, Angola",ALADA,Luanda - Lucapa,Antonov AN-12B,16,16,0,1997,03,12
,"Lagos, Nigeria",Aviation Development Corporation,Port Harcourt - Lagos,Boeing B-727-231,143,143,0,1996,11,07
,"Near Charkhidadri, India",Saudi Arabian Airlines / Kazastan Airlines,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin IL-76TD,349,349,0,1996,11,12
,"Ngong, Kenya",Kismayo Airlines,,Piper PA-31-350 Navajo,8,8,0,1996,11,13
,"Bolchaïa Pyssa, Russia",Komi Avia,,Antonov AN-2,15,14,0,1996,11,14
,"Quincy, Illinois",United Express  / Private,"Burlington, IA - Quincy, IA",Beechcraft 1900-C / Beech King Air A90,14,14,0,1996,11,19
,"Off Cape Mendocino, CA",Military - U.S. Air Force,"San Diego, CA - Portland, OR",Lockheed HC-130P Hercules,11,10,0,1996,11,22
,"Off Moroni, Comoros",Ethiopian Airlines,Addis Ababa - Nairobi,Boeing B-767-200ER,175,127,0,1996,11,23
,"Bethel, Arkansas",ArctiTransportation Services,Bethel - Kwigillingok,Cessna 208B Caravan I,1,1,0,1996,11,26
,"Abakan, Siberia, Russia",Military - Russian Air Force,Abakan - Petropavlosk - Kamchatsky,Ilyushin IL-76MD,23,23,0,1996,11,27
,"Medellin, Colombia",ACES Colombia,Medellin - Bahia Solano,de Havilland Canada DHC-6 Twin Otter 300,15,14,0,1996,11,30
,"Banjarmasin, Indonesia",Dirgantara Air Services,Banjarmasin - Sampit,CASA 212 Aviocar 100,17,16,2,1996,12,07
,"Boise, Idaho",Emery Worldwide,Boise - Salt Lake City,Douglas C-47A,2,2,0,1996,12,09
,"Tver, Russia",Military - Russian Air Force,St. Petersburg - Krasnodar,Antonov AN-12,18,18,0,1996,12,17
,"Rio Negro, Colombia",SELVA,Bogota - Medellin,Antonov An-32B,4,4,0,1996,12,21
,"Narrows, Virginia",Airborne Express,Test flight,McDonnell Douglas DC-8-63F,6,6,0,1996,12,22
,"Near Nellore, India",Military - Indian Air Force,Tanbaram AFB - Hyderabad,Hindustan Aeronautics 748-2,22,22,0,1996,12,24
,"Dorchester, New Hampshire",Aircraft Charter Group Inc,"Bridgeport, CT - Lebanon, NH",Learjet 35A,2,2,0,1996,12,24
,"Edenton, North Carolina",Tar Heel Aviation,Manteo - Edenton,Cessna 208B Grand Caravan,2,2,0,1997,01,02
,"Near Moamoa, Samoa",Polynesian Airlines,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,5,3,0,1997,01,07
,"Near Monroe, Michigan",Comair,Cincinnati - Detroit,Embraer 120RT Brasilia,29,29,0,1997,01,09
,"Sparrevohn, Arkansas",Southcentral Air,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,2,1,0,1997,01,29
,"Yola, Nigeria",Skypower Express Airways,Jos - Yola,Embraer 110P1A Bandeirante,16,5,0,1997,01,31
,"Tambacoumba, Senegal",Air Senegal,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,52,25,0,1997,02,01
,"Near Quiangala, Angola",Force Area Populaire de Angola,Luanda - Cafunfo,CASA 212 Aviocar 200,37,37,0,1997,02,02
,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,,Sikorsky CH53D / Sikorsky CH53D,73,73,0,1997,02,04
,"Carajas, Brazil",Varig,Maraba - Carajas,Boeing B-737-2C3,52,1,0,1997,02,14
,"Guatemala City, Guatemala",Transpolar,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,5,5,0,1997,02,19
,"Lake Simcoe, Ontario, Canada",Air Georgian,,Cessna 208B Super Cargomaster,1,1,0,1997,03,04
,"Medellin, Colombia",Air Pereira,,Cessna 500 Citation I,4,4,0,1997,03,07
,"Near Mashhad, Iran",Military - Iranian Air Force,Dezful - Mashhad,Lockheed C-130HF,88,88,0,1997,03,13
,"Cherkessk, Russia",Stavropol Airlines,Stavropol - Trabzon,Antonov AN-24RV,50,50,0,1997,03,18
,"Tegucigalpa, Honduras",Military - U.S. Air Force,Howard AFB - Tegucigalpa,Lockheed C-130H Hercules,10,3,0,1997,04,01
,"Griffin, Georgia",Custom Air Service,Griffin - Americus,Aviation Traders ATL-98 Carvair,2,2,0,1997,04,04
,"Near Wainwright, Alaska",Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,5,5,0,1997,04,10
,"Brazzaville, DemocratiRepubliCongo",TAAG Angola Airlines,Brazzaville - Luanda,Fokker F-27 Friendship 600,7,3,0,1997,04,14
,"Gyandzha, Azerbaijan",Azerbaijan Airlines,Training,Yakovlev 40,6,6,0,1997,04,15
,"Near Sorei, Niger",Military - Niger Air Force,,Lockheed C-130H Hercules,14,14,0,1997,04,16
,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,Jakarta - Tanjung Pandan,British Aerospace ATP,53,15,0,1997,04,19
,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,,Antonov AN-26,36,36,0,1997,04,23
,"Huangtian, China",China Southern Airlines,Chongqing - Shenzen,Boeing B-737-31B,74,35,0,1997,05,08
,"Near Irumu, Congo",Bazair,Bunia - Kisangani,Vickers Viscount 781D,27,27,0,1997,06,06
,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,12,7,0,1997,06,10
,"Madh Island, India",Elbee Airlines,Mumbai - Banglaor,Fokker F-27 Friendship 200,2,2,0,1997,07,03
,"Skwentna, Alaska",Air Taxi,Sightseeing,de Havilland DHC-2,5,4,0,1997,07,05
,"Near Saravena, Colombia",Military - Colombian Army,,Mil Mi-17 (helicopter),29,25,0,1997,07,06
,"Suzano, Brazil",TAM (Brazil),Sao Jose dos Campos - Congonhas,Fokker 100,60,1,0,1997,07,09
,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,Santiago de Cuba - Havana,Antonov AN-24,44,44,0,1997,07,11
,"Skagway, Alaska",Haines Airways - Air Taxi,"Haines, AK - Skagway, AK",Piper PA-32,6,4,0,1997,07,12
,"Bandung, Indonesia",Sempati Air,Bangdung - Jakarta,Fokker F-27 Friendship 600,50,30,0,1997,07,17
,"Goroka,  New Guinea",Goroka Air Services,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,4,2,0,1997,07,18
,"Near Ranong, Thailand",Singapore Airlines,Phuket - Ranong,Learjet 31,2,2,0,1997,07,21
,"Calabar , Nigeria",ADC Airlines,Lagos - Calabar,BAC One-Eleven 203AE,55,1,0,1997,07,29
,"Florence, Italy",Air Littoral,Nice - Florence,Aerospatiale ATR-42-512,17,1,0,1997,07,30
,"Agana, Guam",Korean Airlines,Seoul - Guam,Boeing B-747-300,254,229,0,1997,08,06
,"Miami, Florida",Fine Air,Miami - Santo Domingo,McDonnell Douglas DC-8-61F,4,4,0,1997,08,07
,"Matsu Island, Taiwan",Formosa Airlines,Taipei - Matsu,Dornier DO-228-212,16,16,0,1997,08,10
,"100 miles SW of Kuujjuaq, Quebec, Canada",Private,,Cessna 180K,2,2,0,1997,08,10
,"Tindal, NT, Australia",Air taxi,Sightseeing,Cessna 210,5,5,0,1997,08,14
,"Criciúma, Brazil",Air taxi - TAM,,Cessna 550 Citation II,2,2,0,1997,08,15
,"Puerto Inirida, Venezuela",SATENA,San Felipe - Puerto Inirida,Pilatus PC-6 Turbo Porter / Cessna 206,12,12,0,1997,08,29
,"Phnom Penh, Cambodia",Vietnam Airlines,Ho Chi Minh City - Phnom Penh,Tupolev TU-134,66,65,0,1997,09,03
,"Near Miri, Malaysia",Borneo Airways,Bandar Seri Begawan - Miri,Dornier 228-212,10,10,0,1997,09,06
,"Near Uvira, Zaire",TMK Air Commuter,Buknavu - Uvira,de Havilland Canada DHC-6 Twin Otter 300,22,22,0,1997,09,12
